ID,Name,Incident Type,Status,Severity,Summary,Incident Manager,Reporter,Comms Lead,IM SLT,Tech Lead,Impacted Platform,Impacted Client(s),Resolution (Fix) ,Impact ,Fault Responsibility,Zoom Meeting Link,VoucherEngine Component,Root Cause Analysis Summary,Repeat Incident,Monitoring,Detection & Triage,Investigation & Resolution,Client Communication,Affected services,Environment Type,Post-Mortem Document,Created At,Reported at,Accepted at,Declined at,Merged at,Canceled at,Resolved at,Impact started at,Identified at,Fixed at,Documented at,Reviewed at,Closed at,Incident duration,Updated At,Creator Alert ID,Visibility,Workload Total (minutes),Workload In Working Hours (minutes),Workload In Late Hours (minutes),Workload In Sleeping Hours (minutes),Channel name,Channel link,Source,Opted out of post-incident flow
314,Partial Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"**Issue**: A full outage stopped all transaction processing for VoucherEngine clients. Transactions were consistently declined with a system error code.

**Impact**: All VoucherEngine clients were unable to process any transactions between 14:42 and 16:03 UTC. Transactions were declining with a system error code, and customers were unable to complete payments during this period.

**Causes**: Preliminary investigation suggests an error within MetaDataLogger components

**Steps to resolve**: We restarted the transaction servers and applied multiple emergency code changes to restore transaction processing. Service was fully restored by 16:03 UTC.",Daniel Velado,Daniel Velado,,,,VoucherEngine,,,Currently investigating a full outage affecting all VE clients,Paymentology,https://teams.microsoft.com/meet/35657598402646?p=a4hS4a7a3MwDsHZw7Y,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9312567343/2025-11-30+-+P1+-+Full+Outage+of+Transaction+Processing,2025-11-30T15:10:22.979Z,2025-11-30T15:10:22.979Z,,,,,2025-11-30T16:14:54.641Z,,2025-11-30T16:14:54.641Z,,,,,3871,2025-11-30T22:15:53.472Z,,public,783.6,753.3,30.3,0,30nov-p1-314-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A104WT3B3,Reported by Daniel Velado,false
315,Partial Outage of Transaction Processing,Service Incident,Investigating,P3 - Critical,"Incident to investigate individual occurrences regarding Rule Engine error on UW, BB2, and BAE",Daniel Velado,Daniel Velado,,,,Banking.Live,Utility Warehouse,,,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9469198348/2025-12-01+-+P3+-+Critical+-+Partial+Outage+of+Transaction+Processing,2025-12-01T16:41:26.187Z,2025-12-01T16:41:26.187Z,,,,,,,,,,,,,2026-02-01T19:21:59.275Z,,public,1820.3,1576.9,204.6,38.9,01dec-p3-critical-315-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A1NC6NWN4,Reported by Daniel Velado,false
316,Partial Outage of Settlement Processing,Service Incident,Post-Incident Tasks & Documentation,P3 - Critical,"On 28 November 2025 at 16:11 UTC, the client reported an issue with incorrect wallet balances across multiple customer accounts. Customers were reporting sudden negative balances or balance reductions.

Initial investigation confirmed that impacted transactions were marked as ""Settlement-Partial match to spend – Now Completed"", but the system erroneously calculated inflated settlement amounts, leading to incorrect blocked and available balances.

[DEFECT-4454](https://paymentology.atlassian.net/browse/DEFECT-4454 ""DEFECT-4454"") was raised for the issue and the development team determined that the affected transaction logic failed to calculate settlement amounts based on the unique `rid` reference ID, resulting in excessive amounts being blocked.

 ",Bartosz Grenda,Vicnesh Baskar,Rasheed Khan,,,Banking.Live,Utility Warehouse,Apply a fix correcting the broken logic,Negative balance issue for some accounts due to incorrect settlement calculations,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9357000768/2025-12-04+-+P3+-+Critical+-+Partial+Outage+of+Settlement+Processing,2025-12-04T08:57:35.313Z,2025-12-04T08:57:35.313Z,,,,,2025-12-10T13:30:15.416Z,,2025-12-10T13:30:15.416Z,,,,,534760,2025-12-10T13:30:16.682Z,,public,1250.8,1101.4,137.6,11.8,04dec-p3-critical-316-partial-outage-of-settlement-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A1ANCQ199,Reported by Vicnesh Baskar,false
317,Partial Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"On 09 December 2025 at 05:02 UTC, the support team was alerted to socket timeouts and disconnections between multiple Payroute instances to Mastercard, which caused a partial outage of transaction processing.

The first disconnection occurred between 05:06:24 and 05:06:30 UTC, and the second between 05:12:31 and 05:12:36 UTC. Connectivity was fully restored by 05:14:14 UTC. Although transaction flow resumed promptly, transactions continued to normalise until 05:28 UTC.

The Network Team has been engaged for a detailed root cause analysis. Further updates and preventive actions will be detailed in the RCA Report (RCAR).",Vicnesh Baskar,Vicnesh Baskar,Pradeep Boopathe Rajeswari,,Abdul Sahaptheen,Banking.Live,Wio,,Partial outage of transaction processing,Third-Party - Client,,,,,,,,,WIO,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9356541953/2025-12-09+-+P1+-+Partial+Outage+of+Transaction+Processing,2025-12-09T05:55:41.373Z,2025-12-09T05:55:41.373Z,,,,,2025-12-09T06:53:19.844Z,,2025-12-09T06:12:00.137Z,,,,,3458,2026-02-01T19:20:40.144Z,,public,574.2,481.6,34.2,58.4,09dec-p1-317-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A2DGRRYJE,Reported by Vicnesh Baskar,false
318,Partial Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P3 - Critical,"Between 07:53 and 08:05 UTC, several Mastercard endpoints experienced a connection drop on MIP 4DC. Although connectivity was quickly restored, starting around 08:34 UTC, multiple endpoints stopped receiving authorization traffic from MIP 4DB.

The two affected Jeeves Colombia endpoints PROD_CLMC_3C and PROD_SIGM_1C remained online throughout the incident, but Mastercard was not routing transactions to them. While multiple restart attempts successfully refreshed the sign-on, transaction traffic did not immediately resume.

No internal infrastructure changes, deployments, or configuration updates were made during this period. The issue was escalated to Mastercard under Case #07194694, and their teams have confirmed an internal investigation is in progress.

At 15:09:55 UTC, the first stand-in transactions reached the affected Jeeves Colombia endpoints, confirming that transaction traffic had resumed. Mastercard also corrected the logical routing for PROD_OCTO_3B, which restored traffic to that node.

Currently, both impacted Jeeves Colombia endpoints are receiving traffic normally, with no further degradation observed.",Snothile Dlamini,Snothile Dlamini,,,Wafa Ben Nacef,VoucherEngine,Jeeves,,,Third-Party - Client,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9379020918/2025-12-09+-+P3+-+Critical+-+Partial+Outage+of+Transaction+Processing,2025-12-09T12:15:09.283Z,2025-12-09T12:15:09.283Z,,,,,2025-12-09T15:47:44.388Z,,2025-12-09T15:47:44.388Z,,,,,12755,2026-02-02T10:15:22.555Z,,public,432.6,422.6,10,0,09dec-p3-critical-318-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A2FPQF4M8,Reported by Snothile Dlamini,false
319,Partial Outage of Transaction Processing ,Service Incident,Post-Incident Tasks & Documentation,P2,"On 10th December at 12:24 UTC, all our database clusters experienced outages due to replication lag caused by an open transaction that was left running during the disabling of a cleanup job related to transaction data processing (iso8583 CDC). This led to timeouts affecting transaction processing. The issue lasted about 20 minutes, with full recovery by 12:44 UTC. The root cause was the open transaction during the job disablement, which was not detected or monitored. The team intervened promptly, stabilized the system, and all clusters returned to normal. Increased reversal activity afterward was expected as the system processed failed transactions. The incident is now resolved, further details will be provided in the RCAR.",Snothile Dlamini,Snothile Dlamini,,,,VoucherEngine,,,,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9361850442/2025-12-10+-+P2+-+Partial+Outage+of+Transaction+Processing,2025-12-10T13:19:42.245Z,2025-12-10T13:19:42.245Z,,,,,2025-12-10T12:36:00.000Z,2025-12-10T12:24:00.000Z,,,,,,,2026-02-02T17:19:52.359Z,,public,342.4,292,30.4,20,10dec-p2-319-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A3K6VSX08,Reported by Snothile Dlamini,false
320,Partial Outage of VISA Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P3 - Critical,"We experience multiple node disconnections from Visa network impacting all Visa transactions for all VE clients:

prod_visa_3a
Start: 2025-11-12 23:01:30 UTC
End: 2025-11-12 23:09:19 UTC

prod_vsea_3a
Start: 2025-11-12 23:01:30 UTC
End: 2025-11-12 23:09:20 UTC

prod_vwin_5a
Start: 2025-11-12 23:01:30 UTC
End: 2025-11-12 23:09:20 UTC",Daniel Velado,Daniel Velado,,,,VoucherEngine,,,,Third-Party - Client,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9374335155/2025-12-11+-+P1+-+Full+Outage+of+VISA+Transaction+Processing,2025-12-11T23:39:27.420Z,2025-12-11T23:39:27.420Z,,,,,,,,,,,,,2026-02-02T17:19:27.951Z,,public,231.2,148.6,54.7,27.9,11dec-p3-critical-320-partial-outage-of-visa-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A37GHPTLL,Reported by Daniel Velado,false
321,Partial Outage of Transaction Processing,Service Incident,Closed,P4,"A subset of transactions, mainly for GoTyme bin, intermittently failed between 04:20 and 05:46 UTC. A blocking query involving high-volume INSERT operations caused intermittent failures in transaction processing.
The blocking query cleared without manual intervention. Error rates returned to normal, and the incident bridge was closed. Transaction processing has since returned to normal.",Vicnesh Baskar,Vicnesh Baskar,Frendi Muhamad,,Ardiansyah Ar,VoucherEngine,,No manual intervention,,Paymentology,,,,,,,,,,,,2025-12-13T05:13:28.666Z,2025-12-13T05:13:28.666Z,,,,,2025-12-13T05:57:49.805Z,,2025-12-13T05:57:49.805Z,,2025-12-13T06:16:22.956Z,,2025-12-13T06:16:22.956Z,2661,2025-12-13T06:16:23.077Z,,public,137.4,137.4,0,0,13dec-p4-321-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A46UZ8EM6,Reported by Vicnesh Baskar,true
322,Partial Outage of Transaction Processing,Service Incident,Closed,P3 - Critical,"On 13 December 2025 at 17:49 UTC, monitoring alerted the team to FAST Active timeouts and dropped transactions. The investigation identified increased CPU utilisation and active session build-up on the Paycore DB. In line with the approved workaround (CCM-2017), the team disabled FAST Passive by updating the URL to a dummy endpoint and restarting all PayPower services (MADA and VISA). Additionally, active sessions on the database were cleared. 

This resulted in normalisation of transaction processing, but later in the day, further issues were observed — despite the FAST Passive URL remaining disabled. The same workaround (restart + DB session clearing) was applied again, and processing returned to normal. The final continuous failure was recorded between 03:32 and 03:33 UTC on 15 December. After that, the system remained stable, and the actual FAST Passive URL was re-enabled on 14 December at 18:30 UTC. 

Since then, transaction processing has remained healthy, with only one brief window of FAST Passive response failure noted. The runbooks have been updated with the expected actions. 

Close monitoring is in place, and the root cause analysis is underway in parallel with queries to the client if there were any changes on their side (e.g., authorisation volume spikes or updates to FAST Active handling) that may have contributed to this recurring pattern.",Vicnesh Baskar,Vicnesh Baskar,,,,Banking.Live,D360,,Partial Outage of Transaction Processing,Paymentology,https://teams.microsoft.com/meet/34450635469104?p=gF0yLF5XbjqeM9Gupq,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9468444749/2025-12-14+-+P3+-+Critical+-+Partial+Outage+of+Transaction+Processing,2025-12-14T15:56:28.124Z,2025-12-14T15:56:28.124Z,,,,,2025-12-15T06:32:56.678Z,,2025-12-14T17:55:46.690Z,,2025-12-15T06:51:59.014Z,,2025-12-15T06:51:59.014Z,52588,2026-02-01T19:13:20.481Z,,public,880.1,591.7,106.8,181.6,14dec-p3-critical-322-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A3LUPEZPW,Reported by Vicnesh Baskar,true
323,Partial Outage of Transaction Processing,Service Incident,Root Cause Analysis and Corrective Actions,P2,"We identified two brief instances of Rule Engine errors that partially impacted Mox transactions.

1st occurrence:
Start Time: 15-Dec-2025 16:21:07
End Time: 15-Dec-2025 16:22:17
Duration: 70 seconds
Processed transactions: 73
Advice messages: 53
Impacted transactions: 42

2nd occurrence:
Start time: 2025-12-15 17:25:14
End time:  2025-12-15 17:26:27
Duration: 73 seconds
Processed transactions: 51
Advice messages: 27
Impacted transactions: 20",Daniel Velado,Daniel Velado,,,,Banking.Live,MOX,,,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9391079513/2025-12-16+-+P2+-+Partial+Outage+of+Transaction+Processing,2025-12-16T00:18:57.362Z,2025-12-16T00:18:57.362Z,,,,,2025-12-16T00:19:15.286Z,,2025-12-16T00:19:15.286Z,,2025-12-16T20:19:58.802Z,,,17,2026-02-01T19:09:44.700Z,,public,216.1,181.2,14.9,20,16dec-p2-323-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A3WF4ST36,Reported by Daniel Velado,false
324,Partial Outage of Transaction Processing,Service Incident,Closed,P3 - Critical,"On 13 December 2025 at 16:33 UTC, the support team was alerted via a ticket from the scheme about authorisation issues impacting multiple BINs. The initial investigation revealed that transactions were failing due to timeout errors.

Transaction processing normalised after 16:47 UTC with no further timeout issues observed. No configuration or infrastructure changes were linked to the incident, and no alerts were triggered by internal monitoring.

Subsequent review indicated elevated disk latency on the PayCore database during the incident period, potentially caused by a spike in read operations. The issue was resolved without any manual remediation.",Vicnesh Baskar,Vicnesh Baskar,,,,Banking.Live,,No manual actions taken,Partial Outage of Transaction Processing,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9469526047/2025-12-16+-+P3+-+Critical+-+Partial+Outage+of+Transaction+Processing,2025-12-16T05:14:18.198Z,2025-12-16T05:14:18.198Z,,,,,2025-12-16T05:17:45.485Z,,2025-12-16T05:17:45.485Z,,2025-12-16T05:18:01.815Z,,2025-12-16T05:18:01.815Z,207,2026-01-14T10:17:21.250Z,,public,18,18,0,0,16dec-p3-critical-324-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A3MMGK5NF,Reported by Vicnesh Baskar,true
325,Partial outage of transdactions processing,Service Incident,Post-Incident Tasks & Documentation,P1,VE suffered from an issue that led to a partial outage of transaction processing. Issue was resolved by changing the name of a procedure that allowed backed transactions to clear and processing to start again.,Bartosz Grenda,Bartosz Grenda,,,,VoucherEngine,,Renamed the name of a problematic procedure in the DB,,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9393340534/2025-12-16+-+P1+-+Partial+outage+of+transdactions+processing,2025-12-16T09:24:44.151Z,2025-12-16T09:24:44.151Z,,,,,2025-12-16T11:12:05.877Z,,2025-12-16T11:12:05.877Z,,,,,6441,2025-12-16T11:13:20.358Z,,public,2388.7,2189.5,122.9,76.1,16dec-p1-325-partial-outage-of-transdactions-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A4PMJKGP2,Reported by Bartosz Grenda,false
326,Partial Outage of Transaction Processing ,Service Incident,Post-Incident Tasks & Documentation,P2,Partial outage of transaction processing processing was observed from 09:22 UTC - 13:05 UTC on Saturday 20th December. Service was restored after AFS Payroute was restarted. Investigation into the root cause is ongoing.,Kaisar Mahmood,Kaisar Mahmood,,,,Banking.Live,Dopay LLC,Service was restored after AFS Payroute was restarted.,Partial outage of transaction processing ,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9418408014/2025-12-20+-+P2+-+Partial+Outage+of+Transaction+Processing,2025-12-20T13:34:19.415Z,2025-12-20T13:34:19.415Z,,,,,2025-12-22T09:41:21.962Z,2025-12-20T09:22:00.000Z,2025-12-20T13:46:07.671Z,,,,,158822,2026-02-01T19:07:41.574Z,,public,314.4,233.2,50.4,30.8,20dec-p2-326-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A4TQJ0DPC,Reported by Kaisar Mahmood,false
327,Partial Outage of Transaction Processing,Service Incident,Closed,P3 - Critical,"On 21 December 2025 at 15:01 UTC, the Production Support Team was alerted about intermittent timeouts and transaction aborts on the 1 out of 4 MADA PayRoutes for the client, detected via monitoring alerts and client-reported issues. Initial investigation showed errors related to thread pool exhaustion in the **Payroute service**, causing transaction processing failures.

The **Payroute and PayPower services** were restarted, and transaction processing was normalised after **22:40 UTC**, and no further issues were observed. Investigation is ongoing on the root cause of thread exhaustion as well as a detailed impact assessment.",Vicnesh Baskar,Vicnesh Baskar,Rahadian Pratama,,Kevin Valle,Banking.Live,D360,Restart of the problematic PayRoute and Paypower services,Partial Outage of Transaction Processing,Paymentology,https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZTUwNjVlMWEtYmZiMy00ODRiLWE1YjUtYTBjMjQ3ZDgwNGE1%40thread.v2/0?context=%7b%22Tid%22%3a%224f7797e2-a59f-4381-ad8e-b81223603c9d%22%2c%22Oid%22%3a%225bc8ffce-74fa-4e51-af76-275e9877517e%22%7d,,,,,,,,D360,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9418211566/2025-12-21+-+P3+-+Critical+-+Partial+Outage+of+Transaction+Processing,2025-12-21T23:11:44.926Z,2025-12-21T23:11:44.926Z,,,,,2025-12-21T23:35:46.633Z,2025-12-21T15:45:00.000Z,2025-12-21T23:35:46.633Z,,2025-12-22T01:24:51.367Z,,2025-12-22T01:24:51.367Z,1441,2025-12-22T04:21:58.259Z,,public,505.3,421,20,64.3,21dec-p3-critical-327-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A51NHNCKE,Reported by Vicnesh Baskar,true
328,Partial Outage of Transaction Processing,Service Incident,Closed,P3 - Critical,"On 22 Dec at 05:14 UTC, the support team was alerted that 1 out of 2 GoTyme nodes connecting to Bancnet was down. Internal checks confirmed that **one of two PaySwitch nodes (PROD_GOTY_6C)** experienced repeated disconnections. Although the node re-established network connectivity, it **did not resume processing traffic**, resulting in intermittent transaction timeouts and reversals.
Further investigation identified that the GoTyme environment had been operating on a **backup VPN connection** since the previous outage. The VPN exhibited **high volatility**, with frequent socket disconnects and reconnections. Under these conditions, PaySwitch endpoints were observed to **lose internal session state following repeated TCP timeouts**, requiring **manual endpoint restarts** to restore normal transaction processing.
This behaviour was not isolated to a single node and was observed on **both PROD_GOTY_6B and PROD_GOTY_6C**, though impact was more pronounced on PROD_GOTY_6C.
While Paymentology strongly recommended switching back to the **Primary MPLS connection** (the intended design state), the client required time to assess risk and determine an appropriate change window due to business criticality. During this period, additional disconnection windows occurred, each requiring manual intervention.
To address both the **underlying network instability** and the **application-level recovery limitation**, two corrective actions were executed:

• Migration of traffic back to the **Primary MPLS connection**

• Deployment of a **PaySwitch patch** to improve resilience to repeated disconnections and reconnections

Following completion of both changes, the environment has remained stable with no further observed impact.",Vicnesh Baskar,Vicnesh Baskar,Heru Nugroho,,Aneesh S,VoucherEngine,GoTyme,Switch back to primary connection and patch to better handle disconnections,Partial Outage of ATM and POS Transactions,Third-Party - Client,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9469231138/2025-12-22+-+P3+-+Critical+-+Partial+Outage+of+Transaction+Processing,2025-12-22T05:46:10.355Z,2025-12-22T05:46:10.355Z,,,,,2025-12-24T08:05:42.672Z,,2025-12-22T06:44:43.937Z,2025-12-24T08:05:42.672Z,2025-12-24T08:07:17.389Z,,2025-12-24T08:07:17.389Z,181172,2026-01-14T10:13:45.533Z,,public,986.8,951,10,25.9,22dec-p3-critical-328-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A530GQADS,Reported by Vicnesh Baskar,true
329,complete outage of transaction processing for VE,Service Incident,Fixing,P1,We seing issues with transaction processing for VE,Bartosz Grenda,Bartosz Grenda,,,,VoucherEngine,,,,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9424536013/2025-12-23+-+P1+-+complete+outage+of+transaction+processing+for+VE,2025-12-23T09:17:53.843Z,2025-12-23T09:17:53.843Z,,,,,,2025-12-23T08:08:00.000Z,2025-12-23T09:33:19.833Z,,,,,,2026-02-02T17:17:42.367Z,,public,1761.9,1623.1,107.2,31.6,23dec-p1-329-complete-outage-of-transaction-processing-for-ve,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A57A7PH18,Reported by Bartosz Grenda,false
330,Partial Outage of Transaction Processing ,Service Incident,Post-Incident Tasks & Documentation,P1,"**Issue**: There was a partial outage of transaction processing for three minutes.

**Impact**: Transaction processing was partially unavailable for all clients using the Voucher Engine platform from 11:08 to 11:11 UTC on 24th December.

**Preliminary Causes**: query (UPDATE dbo.TransactionMetaDataSET) which runs as part of stored procedure (dbo.sp.savemetadata) caused blocking on the database which caused an interruption to transaction processing.

**Steps to resolve**: The issue auto-resolved with no action taken by support teams. Transactions have been processing as expected since 11:11 UTC.",Kaisar Mahmood,Kaisar Mahmood,,,,VoucherEngine,,Issue auto resolved,Partial of Outage Transaction Processing from 11:08 – 11:11 UTC 24th December. ,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9425453150/2025-12-24+-+P1+-+Partial+Outage+of+Transaction+Processing,2025-12-24T11:33:26.086Z,2025-12-24T11:33:26.086Z,,,,,2025-12-24T15:00:49.692Z,2025-12-24T11:08:00.000Z,2025-12-24T15:00:49.692Z,,,,,12443,2025-12-24T15:03:45.672Z,,public,316.2,316.2,0,0,24dec-p1-330-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A5EBCMNP4,Reported by Kaisar Mahmood,false
331,Full Outage of Transaction Processing,Service Incident,Root Cause Analysis and Corrective Actions,P1,"Client reported transaction declines and suspects a disconnection with PT at 08:20 SAST / 06:47 UTC. Further investigation showed the node PROD_ALTC_4B was up but not receiving any transactions since 07:44 SAST / 05:44 UTC.

The node was restarted, and **transaction processing normalised since 08:37 SAST / 06:37 UTC**. Monitoring and root cause analysis are underway.",Vicnesh Baskar,Vicnesh Baskar,Frendi Muhamad,,Aneesh S,VoucherEngine,,Restart of node PROD_ALTC_4B,,TBD,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9424799460/2025-12-25+-+P1+-+Full+Outage+of+Transaction+Processing,2025-12-25T06:49:21.666Z,2025-12-25T06:49:21.666Z,,,,,2025-12-25T07:01:24.666Z,,2025-12-25T07:01:24.666Z,,2025-12-26T07:30:46.567Z,,,723,2026-02-01T19:01:53.718Z,,public,462.6,442.6,20,0,25dec-p1-331-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A6C450U48,Reported by Vicnesh Baskar,false
332,Full Outage of MADA Transaction Processing,Service Incident,Closed,P3 - Critical,"Between 14:05 and 14:09 UTC, PayRoute experienced a complete disconnection from the MADA network. This resulted in a brief period where MADA transactions could not be processed.

Connectivity was successfully restored at 14:09:30 UTC. We have confirmed that traffic is processing normally across all four PayRoutes, and all services are back to a healthy state. This incident has been resolved.

The Infrastructure team confirmed that PayRoute received continuous connection resets from the MADA endpoint. As we do not have a direct channel with MADA, the issue has been escalated to the client (D360) via Zendesk ticket #1082770. The client will engage MADA to investigate the cause of these resets on their end.",Snothile Dlamini,Snothile Dlamini,,,,Banking.Live,D360,,Full outage of MADA transaction processing,Third-Party - Client,,,,,,,,,D360,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9468903480/2026-01-01+-+P3+-+Critical+-+Full+Outage+of+MADA+Transaction+Processing,2026-01-01T14:49:36.159Z,2026-01-01T14:49:36.159Z,,,,,2026-01-01T15:02:43.207Z,,2026-01-01T15:02:43.207Z,,2026-01-02T15:42:41.330Z,,2026-01-02T15:42:41.330Z,787,2026-01-14T10:07:26.277Z,,public,282.5,211.2,61.3,10,01jan-p3-critical-332-full-outage-of-mada-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A6GJAUV0C,Reported by Snothile Dlamini,true
333,increased amount of declines on SH02,Service Incident,Post-Incident Tasks & Documentation,P2,"**Issue**: From 14:15 UTC, the SH02 environment experienced a high number of transaction declines due to rules engine errors.

**Impact**: Partial outage of transaction processing on the SH02 environment from 14:15 to 14:35 UTC, resulting in 3,624 declined transactions for multiple clients including Rain, Nomo, and Teya.

**Causes**: A spike in database process errors caused the rules engine to fail, leading to transaction declines.

**Steps to resolve**: The database team killed and restarted all database processes, restoring CPU utilization to normal and resuming transaction processing by 14:35 UTC.",Bartosz Grenda,Bartosz Grenda,,,,Banking.Live,,kill and restart db queries causing high CPU usage,Multiple clients impacted,Paymentology,,,,,,,,,SH-02,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9433645102/2026-01-02+-+P2+-+increased+amount+of+declines+on+SH02,2026-01-02T14:28:42.444Z,2026-01-02T14:28:42.444Z,,,,,2026-01-02T15:13:51.406Z,2026-01-02T13:28:00.000Z,2026-01-02T15:13:51.406Z,,,,,2708,2026-01-02T15:41:58.016Z,,public,690.2,581.6,62.9,45.7,02jan-p2-333-increased-amount-of-declines-on-sh02,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A619C18MV,Reported by Bartosz Grenda,false
334,Partial Outage of Transaction Processing,Service Incident,Closed,P3 - Critical,"**Issue**: High latency and database delays led to a partial outage of transaction processing on the VoucherEngine platform.

**Impact**: Transaction processing on the VoucherEngine platform experienced a brief partial outage between 04:31 and 04:32 UTC. No manual intervention was required, and processing returned to normal automatically.

**Causes**: A blocking database query from the dailyFloatSummaryStatement job caused delays in transaction processing.

**Steps to resolve**: The system automatically recovered and transaction processing normalised without manual intervention. Ongoing investigation and a Jira ticket have been created for further analysis.",Vicnesh Baskar,Vicnesh Baskar,Frendi Muhamad,,Dominic Wee,VoucherEngine,,Automatically recovered,,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9468739633/2026-01-03+-+P3+-+Critical+-+Partial+Outage+of+Transaction+Processing,2026-01-03T04:58:44.913Z,2026-01-03T04:58:44.913Z,,,,,2026-01-03T05:16:38.271Z,,2026-01-03T05:16:38.271Z,,2026-01-03T05:16:54.117Z,,2026-01-03T05:16:54.117Z,1073,2026-01-14T10:02:04.372Z,,public,136.4,136.4,0,0,03jan-p3-critical-334-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A6HCFL2T0,Reported by Vicnesh Baskar,true
335,Partial Outage of Create Card API,Service Incident,Root Cause Analysis and Corrective Actions,P2,"On 06 Jan 2026 at 01:03 UTC, monitoring alerts indicated elevated database resource utilisation on the SharedUAE platform. Initial investigation identified intermittent failures on the Create Card API, with application logs reporting database connection errors during the impact window.

The application experienced `Could not open JDBC Connection for transaction` errors, resulting in partial Create Card request failures. A stop/start was done on the PayAPI nodes as a stabilisation measure, after which database connections normalised and error rates reduced.

API processing stabilised, and the last exception was observed at 03:03 UTC. The Create Card API continued to process requests normally under sustained load.",Vicnesh Baskar,Vicnesh Baskar,Rahadian Pratama,,Huy Pham,Banking.Live,"Ziina, Huru, Mango Point, Vaultspay",Stop/Start PayAPI nodes,Some Card Creation API calls are failing due to a surge in number of requests,Paymentology,,,,,,,,,SH-UAE,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9438658819/2026-01-06+-+P2+-+Partial+Outage+of+Create+Card+API,2026-01-06T01:55:32.342Z,2026-01-06T01:55:32.342Z,,,,,2026-01-06T03:35:21.572Z,,2026-01-06T03:35:21.572Z,,2026-01-06T07:38:25.939Z,,,5989,2026-01-06T07:38:26.399Z,,public,486.9,466.1,10.8,10,06jan-p2-335-partial-outage-of-create-card-api,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A6SM4NHDH,Reported by Vicnesh Baskar,false
